class,img_path,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,f167,f168,f169,f170,f171,f172,f173,f174,f175,f176,f177,f178,f179,f180,f181,f182,f183,f184,f185,f186,f187,f188,f189,f190,f191
class8,../Datasets/wang/Images/train/class8/859.jpg,0.000457764,0.000986735,0.00283813,0.00593058,0.0103658,0.015859,0.0167745,0.0175374,0.0192057,0.0252584,0.0222168,0.0168254,0.01592,0.013031,0.0113525,0.0104675,0.0114441,0.0127462,0.013326,0.0138448,0.0151978,0.0146891,0.0154419,0.0166423,0.0147502,0.0136719,0.0129191,0.0127563,0.0126851,0.0135905,0.0132751,0.0127157,0.0128377,0.0136922,0.0142314,0.0128072,0.0129395,0.0119019,0.012085,0.012207,0.0116882,0.0107931,0.00906372,0.0103251,0.0109355,0.0146688,0.0174357,0.0186869,0.0180155,0.0206604,0.0205994,0.0211385,0.0230713,0.0237427,0.0339457,0.0676778,0.0665283,0.0296834,0.0139974,0.00982666,0.00667318,0.00487264,0.00342814,0.00511678,0.00115967,0.00309245,0.00594076,0.00551351,0.00719198,0.0129293,0.0155945,0.018219,0.0198975,0.0203654,0.0210978,0.0247904,0.0230713,0.0237834,0.024587,0.0227254,0.0212199,0.0218099,0.0200094,0.0169983,0.0152995,0.0137533,0.0135803,0.0140076,0.0162964,0.0181274,0.0195414,0.018748,0.0178935,0.0149943,0.014506,0.0120138,0.0116272,0.0107727,0.0118408,0.0154724,0.0154114,0.0169678,0.0171204,0.015564,0.0166931,0.0210571,0.0238851,0.0230204,0.0233256,0.0236511,0.0217489,0.023112,0.0243327,0.024648,0.0234477,0.0200704,0.0235799,0.0211487,0.0140788,0.0119832,0.0108439,0.00714111,0.00432332,0.00220744,0.00136312,0.000528971,0.000223796,5.08626e-05,0.00116984,0.00239054,0.00611369,0.0117289,0.0156453,0.0200907,0.0218913,0.0251465,0.0292867,0.0309753,0.0326233,0.0309347,0.0322876,0.0327352,0.0303446,0.0282491,0.0247498,0.0242106,0.0229797,0.0198771,0.0203552,0.0200399,0.0203857,0.0187683,0.0188599,0.0184123,0.0153707,0.0163472,0.0151164,0.0171407,0.0178528,0.0175781,0.0181987,0.0198975,0.0157776,0.0151978,0.0138346,0.0192057,0.0173645,0.0194906,0.024943,0.0235087,0.0250244,0.0180868,0.015981,0.0125936,0.0109049,0.0100403,0.00846354,0.00721232,0.00672404,0.00630697,0.00558472,0.0057373,0.00606283,0.0054423,0.00460815,0.00233968,0.00104777,0.000335693,0.000274658,0.000111898,4.06901e-05,0
class8,../Datasets/wang/Images/train/class8/860.jpg,0.0202433,0.0146586,0.0180766,0.0260518,0.0339152,0.0383301,0.0327657,0.0205994,0.0130615,0.0117391,0.00993856,0.011027,0.0122172,0.0130819,0.0137431,0.0142008,0.0144348,0.014974,0.0167948,0.0163981,0.0153097,0.0157166,0.0166524,0.0170797,0.0173848,0.0175578,0.0170085,0.0151672,0.0150553,0.0140584,0.0135803,0.0142314,0.016571,0.0179952,0.0182902,0.0236206,0.0276489,0.0277303,0.0259094,0.0194092,0.0153809,0.0117493,0.0098877,0.0107524,0.00986735,0.0103455,0.0113932,0.0137736,0.0168559,0.0193685,0.0229797,0.0268148,0.0243022,0.0199382,0.0166117,0.0107524,0.00700887,0.00434367,0.00296021,0.00137329,0.000539144,0.000356038,0.000254313,0.00016276,0.00494385,0.00846354,0.0121867,0.0134481,0.0163778,0.0180054,0.0186768,0.0210673,0.0232341,0.0300395,0.0276591,0.0181173,0.0139872,0.0131022,0.012207,0.0123393,0.0131226,0.0154521,0.0163167,0.0177205,0.0190023,0.0196635,0.0208537,0.0218608,0.0236511,0.0290934,0.0300802,0.02889,0.0212504,0.0187276,0.0187073,0.0207214,0.0199788,0.0187683,0.0166931,0.0182902,0.0217183,0.0250244,0.028422,0.0299174,0.0283813,0.0258789,0.0222575,0.0181681,0.0170288,0.017863,0.0154521,0.0151265,0.0129801,0.0117391,0.0093689,0.00700887,0.00557454,0.00432332,0.00274658,0.00203451,0.00223796,0.00192261,0.00111898,0.000488281,0.000335693,0.000142415,3.05176e-05,1.01725e-05,0.00815837,0.0145874,0.0168864,0.0176086,0.0211283,0.022939,0.0289714,0.0317179,0.0245463,0.0186869,0.0147909,0.0134277,0.0124715,0.0132243,0.0146891,0.0156759,0.0150146,0.0169576,0.0183105,0.0200602,0.0240377,0.0277303,0.0289714,0.0334981,0.0304057,0.0236206,0.0204264,0.0183309,0.01769,0.0176697,0.0156657,0.0162455,0.015686,0.0162964,0.0151469,0.0166016,0.0183309,0.0228271,0.0260112,0.0313009,0.0345154,0.0315857,0.0289612,0.0239461,0.0179443,0.0134176,0.00947062,0.00727336,0.00585938,0.0048116,0.00460815,0.00446574,0.00407918,0.00341797,0.00261434,0.0016276,0.00145467,0.00115967,0.000834147,0.000549316,0.000467936,0.000345866,0.000183105,6.10352e-05
class8,../Datasets/wang/Images/train/class8/861.jpg,0.0022583,0.00184123,0.00660197,0.0244141,0.0525208,0.0520935,0.0558675,0.0394185,0.0237427,0.0114339,0.00668335,0.00578817,0.00653076,0.00759888,0.0083313,0.00986735,0.0114848,0.012441,0.0124308,0.0126445,0.0128682,0.0131022,0.0133362,0.0127665,0.0134786,0.0125427,0.012797,0.013031,0.0121765,0.0114543,0.0112712,0.012736,0.013387,0.0169983,0.0163269,0.0184937,0.0202128,0.0222168,0.0278727,0.0341187,0.0364482,0.0366516,0.0363057,0.034729,0.0308838,0.0362752,0.0302633,0.0231222,0.0144958,0.00990804,0.00674438,0.00498454,0.00395711,0.00343831,0.00224813,0.00164795,0.00121053,0.000640869,0.000417074,0.000142415,0.000132243,0.000111898,4.06901e-05,2.03451e-05,9.15527e-05,0.000722249,0.0132955,0.0486552,0.0315857,0.0359904,0.0445964,0.0389608,0.0263062,0.0133972,0.00590007,0.00418091,0.00535075,0.00700887,0.00860596,0.00841268,0.0088501,0.00952148,0.0106405,0.0117594,0.0176697,0.021932,0.0267232,0.0380656,0.0446472,0.0437826,0.0514323,0.0483704,0.048645,0.0447388,0.0376587,0.0250753,0.0174052,0.0139771,0.0124919,0.011027,0.0105896,0.00973511,0.00935872,0.00869751,0.00888062,0.00772095,0.00746663,0.00698853,0.0067749,0.00649007,0.00606283,0.00628662,0.00611369,0.00614421,0.006368,0.00654093,0.00693766,0.00747681,0.00777181,0.00681559,0.00575765,0.00427246,0.00197347,0.000935872,0.000264486,7.12077e-05,3.05176e-05,0,0.000406901,0.00118001,0.0233053,0.039917,0.0218709,0.0167033,0.0166829,0.0179545,0.0185547,0.0270793,0.0399882,0.0390015,0.0357259,0.0342611,0.0432027,0.0489909,0.0559082,0.0477295,0.0516256,0.0372009,0.0189718,0.0146179,0.0137533,0.0129903,0.0125936,0.0134583,0.0134481,0.0113118,0.0111491,0.0102539,0.00967407,0.00899251,0.00869751,0.00818888,0.00856527,0.00846354,0.00874837,0.00861613,0.0085144,0.00849406,0.00867717,0.00804647,0.00779216,0.00794474,0.00763957,0.00807699,0.00822957,0.00785319,0.00693766,0.00723267,0.00745646,0.00704956,0.00773112,0.00754801,0.00819906,0.00908407,0.00975545,0.00917562,0.00714111,0.00478109,0.00348918,0.00188192,0.0009257,0.000559489
class8,../Datasets/wang/Images/train/class8/862.jpg,0.0134074,0.00861613,0.0107931,0.0124308,0.0142415,0.0173035,0.0198466,0.0233561,0.026296,0.0304667,0.0327555,0.0326233,0.032135,0.0299683,0.0287781,0.0282491,0.0277303,0.0300802,0.0300293,0.0312093,0.0285136,0.0268758,0.0238139,0.021637,0.0162252,0.0116374,0.00836182,0.00714111,0.00504557,0.00499471,0.00435384,0.0032959,0.00334676,0.00280762,0.00270589,0.00363159,0.00376383,0.00413005,0.00622559,0.010203,0.0143636,0.0209859,0.0255127,0.022054,0.0248617,0.0270894,0.0294596,0.0257365,0.0189311,0.0178528,0.013326,0.0123901,0.0115458,0.0159302,0.0135396,0.00970459,0.0112712,0.005778,0.000437419,0.000152588,2.03451e-05,3.05176e-05,0,0,0.00275675,0.00401815,0.00536092,0.00613403,0.00732422,0.00840251,0.00889079,0.00997925,0.0110575,0.0109558,0.0162455,0.0217997,0.0250448,0.0265706,0.0225525,0.0188904,0.016805,0.0159912,0.0173442,0.0176595,0.0170492,0.0203756,0.021932,0.0238139,0.0260417,0.0280253,0.0287679,0.0313619,0.0290324,0.0280965,0.026296,0.0273234,0.026591,0.0273539,0.0286153,0.0272319,0.0234172,0.0220846,0.0232035,0.0226949,0.0263265,0.0249329,0.0187887,0.0122782,0.0116577,0.0137634,0.00919596,0.00962321,0.00889079,0.00820923,0.0100199,0.0161133,0.0111796,0.00934855,0.0139058,0.00438436,0.00228882,0.00205485,0.00141398,0.00128174,0.000783285,0.000223796,0.000193278,5.08626e-05,0.00418091,0.00515747,0.00621541,0.0074056,0.00811768,0.0102641,0.0126546,0.018158,0.0211182,0.022583,0.0208842,0.0202535,0.0196431,0.0188802,0.0178223,0.0184021,0.018158,0.0196635,0.0205994,0.0233154,0.0235494,0.0243835,0.024526,0.0270386,0.0275269,0.027415,0.0309143,0.0335897,0.035675,0.0373128,0.0363566,0.0322978,0.0310466,0.0284119,0.0310567,0.0288188,0.024648,0.0186666,0.01297,0.0109355,0.0124919,0.0134379,0.0093689,0.00947062,0.0075887,0.00686646,0.00808716,0.0112305,0.0116577,0.00749715,0.00743612,0.00750732,0.0106608,0.00230916,0.00211589,0.0020752,0.00212606,0.00184123,0.00191243,0.00128174,0.00105794,0.000864665,0.000284831,0.000213623
class8,../Datasets/wang/Images/train/class8/863.jpg,2.03451e-05,0.00012207,0.00105794,0.00531006,0.0215454,0.0448914,0.04894,0.0466512,0.0431925,0.0394491,0.0406901,0.0440165,0.0404154,0.0332743,0.0276591,0.022288,0.019399,0.0164998,0.0151469,0.0128479,0.0107727,0.00908407,0.00795492,0.00650024,0.00658162,0.0059611,0.00483195,0.00386556,0.00338745,0.00356038,0.00280762,0.00302124,0.00336711,0.0049235,0.00505575,0.00962321,0.0184326,0.0265096,0.0341695,0.0516256,0.0472514,0.037089,0.0372518,0.0266825,0.0263265,0.0227254,0.0131836,0.00473022,0.00416056,0.00432332,0.00420125,0.00360107,0.00369263,0.00425212,0.00445557,0.00335693,0.00256348,0.00186157,0.00129191,0.00084432,0.000417074,0.000193278,6.10352e-05,3.05176e-05,0,4.06901e-05,0.00012207,0.0012207,0.0085144,0.0220235,0.0374756,0.0455119,0.0463155,0.0505676,0.0537008,0.0504557,0.046641,0.0401204,0.0341695,0.026652,0.0217285,0.0173238,0.0150553,0.0115865,0.0103353,0.00941976,0.00973511,0.0138041,0.0180868,0.0153707,0.0215556,0.0216471,0.0340169,0.0423787,0.0330098,0.0337423,0.0281677,0.0220032,0.0147909,0.0149333,0.0119629,0.0118612,0.0149638,0.0162862,0.00694784,0.00358073,0.00346883,0.00362142,0.0039266,0.00402832,0.00429281,0.00382487,0.00416056,0.00415039,0.00414022,0.0035909,0.00389608,0.00504557,0.0056661,0.00414022,0.00209554,0.00111898,0.000467936,0.000335693,0.000152588,4.06901e-05,0,1.01725e-05,2.03451e-05,1.01725e-05,0.000101725,0.000773112,0.00396729,0.0169271,0.0455526,0.0574544,0.049825,0.0514832,0.0515849,0.0484111,0.0451152,0.0412292,0.0352783,0.0276591,0.0227458,0.0215658,0.025533,0.0205892,0.025472,0.019694,0.0264384,0.0257365,0.0355835,0.0302938,0.0266317,0.0238953,0.0245463,0.0244141,0.0167033,0.0165609,0.01297,0.0134583,0.0155741,0.0131531,0.00897217,0.003184,0.00344849,0.00358073,0.00380452,0.00354004,0.00372314,0.00421143,0.00414022,0.00389608,0.00423177,0.00383504,0.00377401,0.00354004,0.00275675,0.00298055,0.00319417,0.0042216,0.00475057,0.00323486,0.00201416,0.000946045,0.000559489,0.000305176,0.00012207,7.12077e-05,1.01725e-05,0
class8,../Datasets/wang/Images/train/class8/864.jpg,0.0316772,0.0242411,0.0229289,0.0208639,0.0207825,0.0197449,0.0197754,0.0182292,0.0180461,0.0172933,0.0167948,0.0185852,0.0185954,0.0185852,0.01946,0.0183004,0.0172323,0.0151265,0.0158285,0.0148519,0.0140788,0.0148621,0.0149841,0.0155233,0.0162862,0.0168457,0.0171916,0.0178833,0.0175985,0.0177104,0.0173747,0.016744,0.0155233,0.0134684,0.0126139,0.0118408,0.0110677,0.0103861,0.00953166,0.00920614,0.0091451,0.00784302,0.00660197,0.00679525,0.00965373,0.0178426,0.0288798,0.0370077,0.0334167,0.0303955,0.027832,0.0231934,0.0204468,0.0102234,0.0064799,0.0106812,0.0128784,0.0108032,0.00575765,0.00304159,0.00150553,0.00101725,0.000579834,0.000315348,0.00924683,0.0141907,0.0129598,0.0119324,0.0129801,0.0137329,0.0151367,0.015686,0.0170186,0.0167542,0.0167542,0.0157776,0.0148417,0.0143941,0.0137533,0.0131531,0.0138753,0.0141602,0.0147095,0.0142314,0.0153503,0.0163574,0.0175069,0.0188192,0.0207418,0.0213928,0.0238953,0.0234477,0.022054,0.0243327,0.0286967,0.0393575,0.0362345,0.0306702,0.0257467,0.0247294,0.0235901,0.0226949,0.0195719,0.0200806,0.0228984,0.0201213,0.0179749,0.0169067,0.015859,0.0122884,0.0102844,0.00989787,0.00946045,0.00938924,0.00882975,0.00894165,0.00858561,0.00902303,0.013092,0.0148112,0.0162557,0.0106608,0.00268555,0.000813802,0.000406901,0.000213623,3.05176e-05,1.01725e-05,0.0139364,0.0167033,0.0126038,0.0135396,0.0151774,0.0172017,0.0184428,0.018575,0.0183512,0.0176392,0.0179952,0.017395,0.0170288,0.0163472,0.0173136,0.0170288,0.0183411,0.0189819,0.0201619,0.0236816,0.0322673,0.0407918,0.0427043,0.0385437,0.0304769,0.0273132,0.0270284,0.025177,0.025177,0.0255127,0.0234273,0.019694,0.0173035,0.0152283,0.0129191,0.0104879,0.0103455,0.00984701,0.00941976,0.00969442,0.00986735,0.00949097,0.00997925,0.0105286,0.0101827,0.00965373,0.0100505,0.010671,0.0102539,0.0100199,0.0110881,0.0117086,0.0133769,0.012736,0.0125326,0.0127869,0.0115967,0.00843302,0.00273641,0.00119019,0.000640869,0.000284831,0.000213623,0.000172933
class8,../Datasets/wang/Images/train/class8/865.jpg,7.12077e-05,0.00012207,0.000142415,0.000213623,0.000620524,0.0014445,0.002889,0.00441488,0.00686646,0.0116272,0.0201518,0.0393168,0.0579834,0.0715536,0.087738,0.0924784,0.0780843,0.0575358,0.0415243,0.0306295,0.0281169,0.0266012,0.0173035,0.0115662,0.00735474,0.00424194,0.00299072,0.00285848,0.00220744,0.00246175,0.00249227,0.00317383,0.00423177,0.00495402,0.0045166,0.00527954,0.00624593,0.00774129,0.00786336,0.0075887,0.00734456,0.00714111,0.00587972,0.00479126,0.00388591,0.00298055,0.00335693,0.00742594,0.0175374,0.0318502,0.0408529,0.0527852,0.0487569,0.000193278,1.01725e-05,1.01725e-05,0,0,0,0,0,0,0,0,0,0,2.03451e-05,4.06901e-05,5.08626e-05,6.10352e-05,0.000254313,0.000630697,0.00159709,0.00367228,0.0047404,0.00529989,0.0080363,0.00998942,0.0134277,0.0194906,0.0316874,0.0532633,0.0840251,0.11261,0.116089,0.0877991,0.0655314,0.0448812,0.0222677,0.00945028,0.0055542,0.00349935,0.00282796,0.00315348,0.00374349,0.00501506,0.0057373,0.00509644,0.00606283,0.00771077,0.00912476,0.00811768,0.00902303,0.00768026,0.00621541,0.00498454,0.00379435,0.00293986,0.00224813,0.00204468,0.0020752,0.00315348,0.00536092,0.0156352,0.0260824,0.0354716,0.0419515,0.0699361,0.000834147,1.01725e-05,0,0,0,0,0,0,0,0,0,0,1.01725e-05,7.12077e-05,0.000172933,0.000467936,0.00132243,0.00278727,0.00390625,0.0047404,0.00568644,0.00805664,0.0105896,0.0150452,0.0242513,0.0447795,0.0782878,0.113139,0.135539,0.120911,0.0685527,0.0305176,0.0124512,0.00649007,0.00447591,0.00367228,0.00309245,0.00261434,0.00241089,0.0030009,0.00348918,0.00535075,0.00588989,0.00529989,0.00654093,0.00861613,0.00972494,0.0097758,0.0105591,0.0079244,0.00632731,0.00500488,0.003184,0.00282796,0.00332642,0.00472005,0.0119832,0.0196228,0.0243022,0.019399,0.0166524,0.0311991,0.0671794,0.00404867,1.01725e-05,0,0,0,0,0,0,0,0,0
class8,../Datasets/wang/Images/train/class8/866.jpg,0.000834147,0.00123088,0.0019633,0.00283813,0.00444539,0.00622559,0.0079244,0.00866699,0.00909424,0.00997925,0.0123393,0.0143331,0.0168864,0.0189819,0.0220744,0.0242004,0.0272725,0.0308838,0.0320536,0.033905,0.03361,0.0299683,0.0249023,0.0198771,0.0164998,0.0123393,0.00972494,0.00696818,0.00531006,0.00349935,0.00286865,0.00220744,0.00159709,0.00104777,0.000905355,0.000691732,0.000823975,0.000935872,0.000935872,0.00170898,0.00251261,0.00444539,0.00799561,0.0167745,0.03243,0.0312398,0.023702,0.0192668,0.0125834,0.00663249,0.00549316,0.00849406,0.0228984,0.0319926,0.0916545,0.115031,0.0668742,0.0225016,0.00788371,0.00311279,0.00175985,0.000895182,0.000498454,0.000773112,0.000223796,0.000671387,0.00138346,0.00338745,0.00520833,0.00794474,0.00930786,0.00830078,0.00959269,0.0102234,0.0109253,0.0118103,0.0126445,0.0122375,0.012146,0.012085,0.0115967,0.0115051,0.0110067,0.0108439,0.0113932,0.0113424,0.0224609,0.0277201,0.0191752,0.0210266,0.0257467,0.0271098,0.0276896,0.0280762,0.0298157,0.0308838,0.0305278,0.0289103,0.0255229,0.0213623,0.0176697,0.0133158,0.00888062,0.00524902,0.00325521,0.00286865,0.0023702,0.00223796,0.00223796,0.0026652,0.00238037,0.00230916,0.00317383,0.00366211,0.00540161,0.0132751,0.0329488,0.0537415,0.0873311,0.0904846,0.0599772,0.0201619,0.00199382,0.000457764,0.000111898,3.05176e-05,0,0,5.08626e-05,9.15527e-05,0.000447591,0.00100708,0.00247192,0.00468953,0.00671387,0.00744629,0.00845337,0.00880941,0.00931803,0.00992839,0.0105082,0.0126038,0.0165914,0.0227254,0.0207723,0.0170492,0.0165507,0.0196228,0.0209452,0.0187683,0.0192871,0.0193278,0.019989,0.0204976,0.0212809,0.0220235,0.021993,0.0203044,0.0209249,0.0224711,0.0238342,0.0256144,0.0266418,0.0263265,0.0227763,0.0186971,0.0146281,0.00924683,0.00560506,0.00382487,0.00360107,0.00305176,0.00427246,0.00592041,0.00671387,0.00748698,0.0080363,0.0108541,0.021464,0.0326436,0.0465698,0.0677083,0.0622559,0.0503642,0.0344035,0.0129496,0.000691732,0.00012207,3.05176e-05,0,0,0
class8,../Datasets/wang/Images/train/class8/867.jpg,0,0,0,0,0,0,0,1.01725e-05,6.10352e-05,0.000254313,0.00115967,0.0030721,0.00616455,0.01651,0.0365194,0.0411377,0.0231222,0.0210673,0.0248922,0.0312398,0.0409241,0.0484111,0.056071,0.0597534,0.0476278,0.0339559,0.0217997,0.0141296,0.00917562,0.00612386,0.00362142,0.00253296,0.00170898,0.00127157,0.00119019,0.000783285,0.000864665,0.00084432,0.000488281,0.000508626,0.000640869,0.000579834,0.000661214,0.00128174,0.00258382,0.0048116,0.011322,0.0368958,0.120626,0.161153,0.0932515,0.00595093,0.00179036,0.000762939,0.000406901,0.000183105,9.15527e-05,0,1.01725e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01725e-05,0,3.05176e-05,2.03451e-05,0.00012207,0.000183105,0.000274658,0.000630697,0.00195312,0.00778198,0.0210368,0.0323079,0.0380046,0.041982,0.0539551,0.0683289,0.0814006,0.0701497,0.0496216,0.030365,0.0196533,0.0128682,0.00822957,0.00587972,0.00398763,0.00259399,0.00138346,0.00110881,0.00096639,0.000834147,0.000823975,0.000651042,0.000539144,0.000661214,0.000935872,0.00139364,0.00206502,0.00351969,0.00482178,0.00650024,0.0185445,0.0417582,0.137299,0.204498,0.0175781,0.00158691,0.000651042,0.000325521,0.00012207,5.08626e-05,1.01725e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01725e-05,1.01725e-05,2.03451e-05,7.12077e-05,0.000132243,0.000244141,0.000376383,0.00153605,0.00593058,0.0171509,0.03479,0.0405477,0.0359192,0.0389201,0.052124,0.0624898,0.0712789,0.0605062,0.0403442,0.0269979,0.0192566,0.0139669,0.0106303,0.00838216,0.00567627,0.0034078,0.00210571,0.00119019,0.00112915,0.00088501,0.000762939,0.000691732,0.000864665,0.00143433,0.00234985,0.00273641,0.00335693,0.00621541,0.0158793,0.0341085,0.0595805,0.0837504,0.177948,0.0503235,0.00228882,0.000874837,0.000518799,0.000203451,6.10352e-05,1.01725e-05,1.01725e-05,0,0,0,0,0
class8,../Datasets/wang/Images/train/class8/868.jpg,0.00166829,0.00915527,0.039978,0.0737508,0.0783997,0.0602417,0.0343424,0.0237223,0.0137939,0.00842285,0.00727336,0.00696818,0.00665283,0.00696818,0.00612386,0.00630697,0.00622559,0.0054423,0.00466919,0.0046285,0.00456746,0.00441488,0.00479126,0.00421143,0.00402832,0.00506592,0.00579834,0.00822957,0.0114237,0.0133158,0.0119324,0.0143026,0.0206197,0.0264282,0.0313721,0.0580037,0.0618591,0.0460714,0.0110372,0.0108134,0.0101522,0.0102946,0.0105794,0.0119019,0.0121969,0.0119324,0.0145874,0.0151469,0.0156352,0.0193583,0.0297546,0.0269877,0.0156047,0.00712077,0.00635783,0.00643921,0.00550334,0.00634766,0.000722249,0.000213623,0.000101725,4.06901e-05,0,0,0.000478109,0.00310262,0.0172831,0.033193,0.0433553,0.0719198,0.0793762,0.0433044,0.0276286,0.015391,0.00824992,0.00609334,0.00592041,0.00653076,0.00686646,0.00639852,0.00698853,0.0067749,0.00623576,0.00641886,0.00612386,0.00575765,0.00801595,0.0123088,0.017629,0.0205688,0.0273641,0.038208,0.0637614,0.0748494,0.0224508,0.0101725,0.0101725,0.00945028,0.00941976,0.00894165,0.00892131,0.00841268,0.00691732,0.00741577,0.00691732,0.00780233,0.00924683,0.00917562,0.00968425,0.0109253,0.0109456,0.0120951,0.0135803,0.0142212,0.0185954,0.025116,0.0242004,0.010732,0.0087382,0.009552,0.0104879,0.00835164,0.000834147,0.000284831,0.000132243,1.01725e-05,0,0,0.000427246,0.0043335,0.0216064,0.0383097,0.0535177,0.0792542,0.0618286,0.0351054,0.021698,0.0118612,0.00760905,0.00538127,0.00466919,0.0045166,0.00576782,0.00622559,0.00611369,0.00669352,0.00749715,0.00737508,0.0096639,0.0113831,0.0181376,0.0190837,0.0266724,0.0335388,0.0595195,0.0552266,0.052592,0.012207,0.00937907,0.00934855,0.00980632,0.00919596,0.00860596,0.0087382,0.00753784,0.00708008,0.00733439,0.00655111,0.00680542,0.00657145,0.00777181,0.00824992,0.00840251,0.00959269,0.0109863,0.0108134,0.011322,0.0125529,0.0159403,0.0184835,0.0193075,0.0232849,0.0133565,0.0098877,0.015035,0.0141703,0.0038147,0.00125122,0.000600179,0.000345866,4.06901e-05,2.03451e-05
class8,../Datasets/wang/Images/train/class8/869.jpg,0.00012207,0.000539144,0.00168864,0.00394694,0.00755819,0.0129191,0.0190735,0.0255534,0.0326029,0.0352987,0.0393066,0.0395813,0.0395101,0.0369771,0.0341695,0.0308431,0.027476,0.0243734,0.0225728,0.0232239,0.0218811,0.0210368,0.0212708,0.0203349,0.0178833,0.0151978,0.0142212,0.012675,0.0110474,0.00980632,0.00908407,0.00789388,0.00722249,0.00695801,0.00633748,0.00706991,0.00721232,0.00660197,0.00624593,0.00736491,0.0174662,0.0177307,0.00560506,0.00314331,0.00283813,0.0023702,0.00299072,0.00302124,0.00328573,0.00431315,0.00682577,0.011556,0.0233663,0.0507609,0.0690613,0.0436503,0.0192261,0.00831095,0.00415039,0.00270589,0.00153605,0.000874837,0.000254313,0.000274658,0.000712077,0.00140381,0.00371297,0.00644938,0.0124919,0.0209961,0.0292664,0.0402018,0.0482585,0.0525004,0.0509135,0.0469157,0.0397949,0.0338643,0.0289205,0.0264282,0.0248006,0.0256755,0.024231,0.0233663,0.0197957,0.0174052,0.0153198,0.0126343,0.00975545,0.00861613,0.00771077,0.00670369,0.00638835,0.00609334,0.00572713,0.005778,0.00585938,0.00654093,0.00705973,0.0069987,0.0071818,0.00918579,0.0142212,0.0117289,0.00721232,0.0025533,0.00254313,0.00285848,0.00274658,0.00328573,0.00324504,0.0038147,0.00531006,0.00779216,0.0107829,0.0171712,0.0282593,0.0463053,0.0680339,0.0332235,0.0195211,0.00226847,0.000956217,0.000335693,0.000101725,4.06901e-05,2.03451e-05,1.01725e-05,0.000183105,0.000528971,0.00150553,0.00312297,0.00643921,0.011556,0.0189514,0.0259399,0.0340576,0.0413818,0.0456543,0.0479838,0.044515,0.0407817,0.0354614,0.0300191,0.0267537,0.0254008,0.0252787,0.0238749,0.023763,0.0221354,0.0206197,0.018748,0.0172424,0.0133362,0.0128377,0.0101929,0.00876872,0.00822957,0.00735474,0.00924683,0.0123189,0.0151062,0.0168254,0.0113118,0.00535075,0.00413005,0.0041097,0.00350952,0.00331624,0.00273641,0.00278727,0.0030721,0.00304159,0.00364176,0.00443522,0.00541178,0.00731405,0.0112712,0.0167847,0.0260417,0.0433858,0.050588,0.0327555,0.028066,0.016744,0.00212606,0.00101725,0.000528971,0.000223796,0.000111898,5.08626e-05,2.03451e-05
